na_base_id,start_scan,end_scan
NL-HaNA_1.04.02_8332,1,216
NL-HaNA_1.04.02_8333,1,312
NL-HaNA_1.04.02_8334,1,646
NL-HaNA_1.04.02_8335,1,196
NL-HaNA_1.04.02_8336,1,84
NL-HaNA_1.04.02_8337,1,142
NL-HaNA_1.04.02_8338,1,230
NL-HaNA_1.04.02_8339,1,248
NL-HaNA_1.04.02_8340,1,146
NL-HaNA_1.04.02_8341,1,234
NL-HaNA_1.04.02_8342,1,200
NL-HaNA_1.04.02_8343,1,248
NL-HaNA_1.04.02_8344,1,214
NL-HaNA_1.04.02_8345,1,158
NL-HaNA_1.04.02_8346,1,120
NL-HaNA_1.04.02_8347,1,136
NL-HaNA_1.04.02_8348,1,92
NL-HaNA_1.04.02_8349,1,98
NL-HaNA_1.04.02_8350,1,168
NL-HaNA_1.04.02_8351,1,78
NL-HaNA_1.04.02_8352,1,144
NL-HaNA_1.04.02_8353,1,108
NL-HaNA_1.04.02_8354,1,212
NL-HaNA_1.04.02_8355,1,216
NL-HaNA_1.04.02_8356,1,170
NL-HaNA_1.04.02_8357,1,120
NL-HaNA_1.04.02_8358,1,172
NL-HaNA_1.04.02_8359,1,170
NL-HaNA_1.04.02_8360,1,484
NL-HaNA_1.04.02_8361,1,502
NL-HaNA_1.04.02_8362,1,440
NL-HaNA_1.04.02_8363,1,500
NL-HaNA_1.04.02_8364,1,464
NL-HaNA_1.04.02_8365,1,706
NL-HaNA_1.04.02_8366,1,462
NL-HaNA_1.04.02_8367,1,418
NL-HaNA_1.04.02_8368,1,486
NL-HaNA_1.04.02_8369,1,506
NL-HaNA_1.04.02_8370,1,430
NL-HaNA_1.04.02_8371,1,240
NL-HaNA_1.04.02_8372,1,378
NL-HaNA_1.04.02_8373,1,492
NL-HaNA_1.04.02_8374,1,162
NL-HaNA_1.04.02_8375,1,444
NL-HaNA_1.04.02_8376,1,308
NL-HaNA_1.04.02_8377,1,466
NL-HaNA_1.04.02_8378,1,602
NL-HaNA_1.04.02_8379,1,436
NL-HaNA_1.04.02_8380,1,276
NL-HaNA_1.04.02_8381,1,240
NL-HaNA_1.04.02_8382,1,252
NL-HaNA_1.04.02_8383,1,334
NL-HaNA_1.04.02_8384,1,416
NL-HaNA_1.04.02_8385,1,158
NL-HaNA_1.04.02_8386,1,252
NL-HaNA_1.04.02_8387,1,302
NL-HaNA_1.04.02_8388,1,110
NL-HaNA_1.04.02_8389,1,242
NL-HaNA_1.04.02_8390,1,264
NL-HaNA_1.04.02_8391,1,166
NL-HaNA_1.04.02_8392,1,544
NL-HaNA_1.04.02_8393,1,192
NL-HaNA_1.04.02_8394,1,192
NL-HaNA_1.04.02_8395,1,192
NL-HaNA_1.04.02_8396,1,180
NL-HaNA_1.04.02_8397,1,138
NL-HaNA_1.04.02_8398,1,250
NL-HaNA_1.04.02_8399,1,194
NL-HaNA_1.04.02_8400,1,208
NL-HaNA_1.04.02_8401,1,108
NL-HaNA_1.04.02_8402,1,78
NL-HaNA_1.04.02_8403,1,178
NL-HaNA_1.04.02_8404,1,180
NL-HaNA_1.04.02_8405,1,260
NL-HaNA_1.04.02_8406,1,146
NL-HaNA_1.04.02_8407,1,146
NL-HaNA_1.04.02_8408,1,82
NL-HaNA_1.04.02_8409,1,186
NL-HaNA_1.04.02_8410,1,154
NL-HaNA_1.04.02_8411,1,154
NL-HaNA_1.04.02_8412,1,164
NL-HaNA_1.04.02_8413,1,214
NL-HaNA_1.04.02_8414,1,172
NL-HaNA_1.04.02_8415,1,158
NL-HaNA_1.04.02_8416,1,200
NL-HaNA_1.04.02_8417,1,112
NL-HaNA_1.04.02_8418,1,46
NL-HaNA_1.04.02_8419,1,62
NL-HaNA_1.04.02_8420,1,122
NL-HaNA_1.04.02_8421,1,210
NL-HaNA_1.04.02_8422,1,142
NL-HaNA_1.04.02_8423,1,130
NL-HaNA_1.04.02_8424,1,66
NL-HaNA_1.04.02_8425,1,158
NL-HaNA_1.04.02_8426,1,68
NL-HaNA_1.04.02_8427,1,210
NL-HaNA_1.04.02_8428,1,140
NL-HaNA_1.04.02_8429,1,212
NL-HaNA_1.04.02_8430,1,158
NL-HaNA_1.04.02_8431,1,172
NL-HaNA_1.04.02_8432,1,96
NL-HaNA_1.04.02_8433,1,274
NL-HaNA_1.04.02_8434,1,414
NL-HaNA_1.04.02_8435,1,1202
NL-HaNA_1.04.02_8436,1,920
NL-HaNA_1.04.02_8437,1,990
NL-HaNA_1.04.02_8438,1,638
NL-HaNA_1.04.02_8439,1,268
NL-HaNA_1.04.02_8440,1,538
NL-HaNA_1.04.02_8441,1,872
NL-HaNA_1.04.02_8443,1,424
NL-HaNA_1.04.02_8444,1,450
NL-HaNA_1.04.02_8445,1,756
NL-HaNA_1.04.02_8446,1,470
NL-HaNA_1.04.02_8447,1,254
NL-HaNA_1.04.02_8448,1,358
NL-HaNA_1.04.02_8449,1,116
NL-HaNA_1.04.02_8450,1,150
NL-HaNA_1.04.02_8451,1,76
NL-HaNA_1.04.02_8452,1,184
NL-HaNA_1.04.02_8453,1,240
NL-HaNA_1.04.02_8454,1,62
NL-HaNA_1.04.02_8455,1,260
NL-HaNA_1.04.02_8456,1,186
NL-HaNA_1.04.02_8457,1,254
NL-HaNA_1.04.02_8458,1,186
NL-HaNA_1.04.02_8459,1,240
NL-HaNA_1.04.02_8460,1,188
NL-HaNA_1.04.02_8461,1,178
NL-HaNA_1.04.02_8462,1,296
NL-HaNA_1.04.02_8463,1,90
NL-HaNA_1.04.02_8464,1,186
NL-HaNA_1.04.02_8465,1,216
NL-HaNA_1.04.02_8466,1,300
NL-HaNA_1.04.02_8467,1,150
NL-HaNA_1.04.02_8468,1,148
NL-HaNA_1.04.02_8470,1,90
NL-HaNA_1.04.02_8471,1,90
NL-HaNA_1.04.02_8472,1,160
NL-HaNA_1.04.02_8473,1,196
NL-HaNA_1.04.02_8474,1,138
NL-HaNA_1.04.02_8475,1,154
NL-HaNA_1.04.02_8476,1,32
NL-HaNA_1.04.02_8477,1,68
NL-HaNA_1.04.02_8478,1,32
NL-HaNA_1.04.02_8479,1,92
NL-HaNA_1.04.02_8480,1,158
NL-HaNA_1.04.02_8481,1,82
NL-HaNA_1.04.02_8482,1,64
NL-HaNA_1.04.02_8483,1,82
NL-HaNA_1.04.02_8484,1,88
NL-HaNA_1.04.02_8485,1,246
NL-HaNA_1.04.02_8486,1,86
NL-HaNA_1.04.02_8487,1,244
NL-HaNA_1.04.02_8488,1,514
NL-HaNA_1.04.02_8489,1,560
NL-HaNA_1.04.02_8490,1,380
NL-HaNA_1.04.02_8491,1,356
NL-HaNA_1.04.02_8492,1,370
NL-HaNA_1.04.02_8493,1,262
NL-HaNA_1.04.02_8494,1,398
NL-HaNA_1.04.02_8495,1,294
NL-HaNA_1.04.02_8496,1,346
NL-HaNA_1.04.02_8497,1,646
NL-HaNA_1.04.02_8498,1,838
NL-HaNA_1.04.02_8499,1,686
NL-HaNA_1.04.02_8500,1,670
NL-HaNA_1.04.02_8501,1,390
NL-HaNA_1.04.02_8502,1,328
NL-HaNA_1.04.02_8503,1,412
NL-HaNA_1.04.02_8504,1,448
NL-HaNA_1.04.02_8505,1,188
NL-HaNA_1.04.02_8506,1,296
NL-HaNA_1.04.02_8507,1,334
NL-HaNA_1.04.02_8508,1,344
NL-HaNA_1.04.02_8509,1,238
NL-HaNA_1.04.02_8510,1,710
NL-HaNA_1.04.02_8511,1,420
NL-HaNA_1.04.02_8512,1,350
NL-HaNA_1.04.02_8513,1,250
NL-HaNA_1.04.02_8514,1,202
NL-HaNA_1.04.02_8515,1,406
NL-HaNA_1.04.02_8516,1,260
NL-HaNA_1.04.02_8517,1,380
NL-HaNA_1.04.02_8518,1,260
NL-HaNA_1.04.02_8519,1,154
NL-HaNA_1.04.02_8520,1,248
NL-HaNA_1.04.02_8521,1,306
NL-HaNA_1.04.02_8522,1,286
NL-HaNA_1.04.02_8523,1,500
NL-HaNA_1.04.02_8524,1,728
NL-HaNA_1.04.02_8525,1,410
NL-HaNA_1.04.02_8526,1,1004
NL-HaNA_1.04.02_8527,1,412
NL-HaNA_1.04.02_8528,1,662
NL-HaNA_1.04.02_8529,1,296
NL-HaNA_1.04.02_8530,1,1344
NL-HaNA_1.04.02_8531,1,784
NL-HaNA_1.04.02_8532,1,590
NL-HaNA_1.04.02_8533,1,884
NL-HaNA_1.04.02_8534,1,354
NL-HaNA_1.04.02_8535,1,692
NL-HaNA_1.04.02_8536,1,364
NL-HaNA_1.04.02_8537,1,390
NL-HaNA_1.04.02_8538,1,530
NL-HaNA_1.04.02_8539,1,580
NL-HaNA_1.04.02_8540,1,440
NL-HaNA_1.04.02_8541,1,784
NL-HaNA_1.04.02_8542,1,1442
NL-HaNA_1.04.02_8543,1,450
NL-HaNA_1.04.02_8544,1,274
NL-HaNA_1.04.02_8545,1,592
NL-HaNA_1.04.02_8546,1,348
NL-HaNA_1.04.02_8547,1,324
NL-HaNA_1.04.02_8548,1,472
NL-HaNA_1.04.02_8549,1,470
NL-HaNA_1.04.02_8550,1,448
NL-HaNA_1.04.02_8551,1,654
NL-HaNA_1.04.02_8552,1,1160
NL-HaNA_1.04.02_8553,1,514
NL-HaNA_1.04.02_8554,1,370
NL-HaNA_1.04.02_8555,1,380
NL-HaNA_1.04.02_8556,1,658
NL-HaNA_1.04.02_8557,1,392
NL-HaNA_1.04.02_8558,1,140
NL-HaNA_1.04.02_8559,1,136
NL-HaNA_1.04.02_8560,1,54
NL-HaNA_1.04.02_8561,1,102
NL-HaNA_1.04.02_8562,1,80
NL-HaNA_1.04.02_8563,1,110
NL-HaNA_1.04.02_8564,1,158
NL-HaNA_1.04.02_8565,1,110
NL-HaNA_1.04.02_8566,1,94
NL-HaNA_1.04.02_8567,1,188
NL-HaNA_1.04.02_8568,1,214
NL-HaNA_1.04.02_8569,1,234
NL-HaNA_1.04.02_8570,1,134
NL-HaNA_1.04.02_8571,1,156
NL-HaNA_1.04.02_8572,1,146
NL-HaNA_1.04.02_8573,1,144
NL-HaNA_1.04.02_8574,1,446
NL-HaNA_1.04.02_8575,1,84
NL-HaNA_1.04.02_8576,1,308
NL-HaNA_1.04.02_8577,1,284
NL-HaNA_1.04.02_8578,1,214
NL-HaNA_1.04.02_8579,1,120
NL-HaNA_1.04.02_8580,1,164
NL-HaNA_1.04.02_8581,1,112
NL-HaNA_1.04.02_8582,1,226
NL-HaNA_1.04.02_8583,1,82
NL-HaNA_1.04.02_8584,1,352
NL-HaNA_1.04.02_8585,1,232
NL-HaNA_1.04.02_8586,1,210
NL-HaNA_1.04.02_8587,1,592
NL-HaNA_1.04.02_8588,1,54
NL-HaNA_1.04.02_8589,1,596
NL-HaNA_1.04.02_8590,1,492
NL-HaNA_1.04.02_8591,1,236
NL-HaNA_1.04.02_8592,1,700
NL-HaNA_1.04.02_8593,1,690
NL-HaNA_1.04.02_8594,1,492
NL-HaNA_1.04.02_8595,1,674
NL-HaNA_1.04.02_8596,1,814
NL-HaNA_1.04.02_8597,1,546
NL-HaNA_1.04.02_8598,1,310
NL-HaNA_1.04.02_8599,1,594
NL-HaNA_1.04.02_8600,1,554
NL-HaNA_1.04.02_8601,1,308
NL-HaNA_1.04.02_8602,1,252
NL-HaNA_1.04.02_8603,1,268
NL-HaNA_1.04.02_8604,1,238
NL-HaNA_1.04.02_8605,1,366
NL-HaNA_1.04.02_8606,1,366
NL-HaNA_1.04.02_8607,1,288
NL-HaNA_1.04.02_8608,1,216
NL-HaNA_1.04.02_8609,1,256
NL-HaNA_1.04.02_8610,1,398
NL-HaNA_1.04.02_8611,1,376
NL-HaNA_1.04.02_8612,1,172
NL-HaNA_1.04.02_8613,1,210
NL-HaNA_1.04.02_8614,1,326
NL-HaNA_1.04.02_8615,1,184
NL-HaNA_1.04.02_8617,1,168
NL-HaNA_1.04.02_8619,1,146
NL-HaNA_1.04.02_8620,1,274
NL-HaNA_1.04.02_8621,1,256
NL-HaNA_1.04.02_8622,1,588
NL-HaNA_1.04.02_8623,1,126
NL-HaNA_1.04.02_8624,1,538
NL-HaNA_1.04.02_8625,1,552
NL-HaNA_1.04.02_8626,1,494
NL-HaNA_1.04.02_8627,1,98
NL-HaNA_1.04.02_8628,1,608
NL-HaNA_1.04.02_8629,1,770
NL-HaNA_1.04.02_8630,1,624
NL-HaNA_1.04.02_8631,1,116
NL-HaNA_1.04.02_8632,1,844
NL-HaNA_1.04.02_8633,1,574
NL-HaNA_1.04.02_8634,1,920
NL-HaNA_1.04.02_8635,1,252
NL-HaNA_1.04.02_8636,1,436
NL-HaNA_1.04.02_8637,1,402
NL-HaNA_1.04.02_8638,1,564
NL-HaNA_1.04.02_8639,1,162
NL-HaNA_1.04.02_8640,1,354
NL-HaNA_1.04.02_8641,1,486
NL-HaNA_1.04.02_8642,1,134
NL-HaNA_1.04.02_8643,1,172
NL-HaNA_1.04.02_8644,1,30
NL-HaNA_1.04.02_8645,1,200
NL-HaNA_1.04.02_8646,1,132
NL-HaNA_1.04.02_8647,1,236
NL-HaNA_1.04.02_8648,1,44
NL-HaNA_1.04.02_8649,1,106
NL-HaNA_1.04.02_8650,1,250
NL-HaNA_1.04.02_8651,1,126
NL-HaNA_1.04.02_8652,1,312
NL-HaNA_1.04.02_8653,1,274
NL-HaNA_1.04.02_8654,1,210
NL-HaNA_1.04.02_8655,1,356
NL-HaNA_1.04.02_8656,1,154
NL-HaNA_1.04.02_8657,1,1056
NL-HaNA_1.04.02_8658,1,476
NL-HaNA_1.04.02_8659,1,494
NL-HaNA_1.04.02_8660,1,1244
NL-HaNA_1.04.02_8661,1,894
NL-HaNA_1.04.02_8662,1,950
NL-HaNA_1.04.02_8663,1,614
NL-HaNA_1.04.02_8664,1,732
NL-HaNA_1.04.02_8665,1,566
NL-HaNA_1.04.02_8666,1,768
NL-HaNA_1.04.02_8667,1,146
NL-HaNA_1.04.02_8668,1,726
NL-HaNA_1.04.02_8669,1,644
NL-HaNA_1.04.02_8670,1,58
NL-HaNA_1.04.02_8671,1,48
NL-HaNA_1.04.02_8672,1,100
NL-HaNA_1.04.02_8673,1,148
NL-HaNA_1.04.02_8674,1,154
NL-HaNA_1.04.02_8675,1,234
NL-HaNA_1.04.02_8676,1,350
NL-HaNA_1.04.02_8677,1,152
NL-HaNA_1.04.02_8678,1,142
NL-HaNA_1.04.02_8679,1,152
NL-HaNA_1.04.02_8680,1,466
NL-HaNA_1.04.02_8681,1,448
NL-HaNA_1.04.02_8682,1,740
NL-HaNA_1.04.02_8683,1,470
NL-HaNA_1.04.02_8684,1,668
NL-HaNA_1.04.02_8685,1,550
NL-HaNA_1.04.02_8686,1,802
NL-HaNA_1.04.02_8687,1,472
NL-HaNA_1.04.02_8688,1,308
NL-HaNA_1.04.02_8689,1,128
NL-HaNA_1.04.02_8690,1,102
NL-HaNA_1.04.02_8691,1,280
NL-HaNA_1.04.02_8692,1,338
NL-HaNA_1.04.02_8693,1,156
NL-HaNA_1.04.02_8694,1,250
NL-HaNA_1.04.02_8695,1,260
NL-HaNA_1.04.02_8696,1,102
NL-HaNA_1.04.02_8697,1,232
NL-HaNA_1.04.02_8698,1,96
NL-HaNA_1.04.02_8699,1,608
NL-HaNA_1.04.02_8700,1,394
NL-HaNA_1.04.02_8701,1,306
NL-HaNA_1.04.02_8702,1,192
NL-HaNA_1.04.02_8703,1,166
NL-HaNA_1.04.02_8704,1,112
NL-HaNA_1.04.02_8705,1,102
NL-HaNA_1.04.02_8706,1,166
NL-HaNA_1.04.02_8707,1,188
NL-HaNA_1.04.02_8708,1,86
NL-HaNA_1.04.02_8709,1,68
NL-HaNA_1.04.02_8710,1,88
NL-HaNA_1.04.02_8711,1,84
NL-HaNA_1.04.02_8712,1,84
NL-HaNA_1.04.02_8713,1,58
NL-HaNA_1.04.02_8714,1,62
NL-HaNA_1.04.02_8715,1,48
NL-HaNA_1.04.02_8716,1,20
NL-HaNA_1.04.02_8717,1,70
NL-HaNA_1.04.02_8718,1,312
NL-HaNA_1.04.02_8719,1,342
NL-HaNA_1.04.02_8720,1,460
NL-HaNA_1.04.02_8721,1,372
NL-HaNA_1.04.02_8722,1,200
NL-HaNA_1.04.02_8723,1,108
NL-HaNA_1.04.02_8724,1,88
NL-HaNA_1.04.02_8725,1,552
NL-HaNA_1.04.02_8726,1,290
NL-HaNA_1.04.02_8727,1,62
NL-HaNA_1.04.02_8728,1,88
NL-HaNA_1.04.02_8729,1,100
NL-HaNA_1.04.02_8730,1,262
NL-HaNA_1.04.02_8731,1,296
NL-HaNA_1.04.02_8732,1,328
NL-HaNA_1.04.02_8733,1,540
NL-HaNA_1.04.02_8734,1,356
NL-HaNA_1.04.02_8735,1,754
NL-HaNA_1.04.02_8736,1,592
NL-HaNA_1.04.02_8737,1,574
NL-HaNA_1.04.02_8738,1,492
NL-HaNA_1.04.02_8739,1,610
NL-HaNA_1.04.02_8740,1,474
NL-HaNA_1.04.02_8741,1,376
NL-HaNA_1.04.02_8742,1,460
NL-HaNA_1.04.02_8743,1,978
NL-HaNA_1.04.02_8744,1,856
NL-HaNA_1.04.02_8745,1,348
NL-HaNA_1.04.02_8746,1,622
NL-HaNA_1.04.02_8747,1,370
NL-HaNA_1.04.02_8748,1,536
NL-HaNA_1.04.02_8749,1,358
NL-HaNA_1.04.02_8750,1,302
NL-HaNA_1.04.02_8751,1,504
NL-HaNA_1.04.02_8752,1,576
NL-HaNA_1.04.02_8753,1,534
NL-HaNA_1.04.02_8754,1,378
NL-HaNA_1.04.02_8755,1,576
NL-HaNA_1.04.02_8756,1,286
NL-HaNA_1.04.02_8757,1,442
NL-HaNA_1.04.02_8758,1,120
NL-HaNA_1.04.02_8759,1,212
NL-HaNA_1.04.02_8760,1,108
NL-HaNA_1.04.02_8761,1,306
NL-HaNA_1.04.02_8762,1,396
NL-HaNA_1.04.02_8763,1,270
NL-HaNA_1.04.02_8764,1,392
NL-HaNA_1.04.02_8765,1,1598
NL-HaNA_1.04.02_8766,1,1110
NL-HaNA_1.04.02_8767,1,152
NL-HaNA_1.04.02_8768,1,366
NL-HaNA_1.04.02_8769,1,496
NL-HaNA_1.04.02_8771,1,1812
NL-HaNA_1.04.02_8772,1,1650
NL-HaNA_1.04.02_8773,1,338
NL-HaNA_1.04.02_8774,1,928
NL-HaNA_1.04.02_8775,1,152
NL-HaNA_1.04.02_8776,1,1118
NL-HaNA_1.04.02_8777,1,976
NL-HaNA_1.04.02_8778,1,904
NL-HaNA_1.04.02_8779,1,756
NL-HaNA_1.04.02_8780,1,754
NL-HaNA_1.04.02_8781,1,772
NL-HaNA_1.04.02_8782,1,750
NL-HaNA_1.04.02_8783,1,228
NL-HaNA_1.04.02_8784,1,1468
NL-HaNA_1.04.02_8785,1,882
NL-HaNA_1.04.02_8786,1,820
NL-HaNA_1.04.02_8787,1,1168
NL-HaNA_1.04.02_8788,1,760
NL-HaNA_1.04.02_8789,1,1274
NL-HaNA_1.04.02_8790,1,2154
NL-HaNA_1.04.02_8791,1,714
NL-HaNA_1.04.02_8792,1,1446
NL-HaNA_1.04.02_8793,1,584
NL-HaNA_1.04.02_8794,1,328
NL-HaNA_1.04.02_8795,1,1090
NL-HaNA_1.04.02_8796,1,1060
NL-HaNA_1.04.02_8797,1,1012
NL-HaNA_1.04.02_8798,1,1044
NL-HaNA_1.04.02_8799,1,926
NL-HaNA_1.04.02_8800,1,696
NL-HaNA_1.04.02_8801,1,786
NL-HaNA_1.04.02_8802,1,388
NL-HaNA_1.04.02_8803,1,250
NL-HaNA_1.04.02_8804,1,432
NL-HaNA_1.04.02_8805,1,752
NL-HaNA_1.04.02_8806,1,880
NL-HaNA_1.04.02_8807,1,210
NL-HaNA_1.04.02_8808,1,1340
NL-HaNA_1.04.02_8809,1,468
NL-HaNA_1.04.02_8810,1,500
NL-HaNA_1.04.02_8811,1,510
NL-HaNA_1.04.02_8812,1,368
NL-HaNA_1.04.02_8813,1,454
NL-HaNA_1.04.02_8814,1,396
NL-HaNA_1.04.02_8815,1,412
NL-HaNA_1.04.02_8816,1,546
NL-HaNA_1.04.02_8817,1,300
NL-HaNA_1.04.02_8818,1,470
NL-HaNA_1.04.02_8819,1,568
NL-HaNA_1.04.02_8820,1,858
NL-HaNA_1.04.02_8821,1,528
NL-HaNA_1.04.02_8822,1,622
NL-HaNA_1.04.02_8823,1,736
NL-HaNA_1.04.02_8824,1,792
NL-HaNA_1.04.02_8825,1,158
NL-HaNA_1.04.02_8826,1,548
NL-HaNA_1.04.02_8827,1,500
NL-HaNA_1.04.02_8828,1,802
NL-HaNA_1.04.02_8829,1,874
NL-HaNA_1.04.02_8830,1,368
NL-HaNA_1.04.02_8831,1,160
NL-HaNA_1.04.02_8832,1,376
NL-HaNA_1.04.02_8833,1,360
NL-HaNA_1.04.02_8834,1,642
NL-HaNA_1.04.02_8835,1,370
NL-HaNA_1.04.02_8836,1,264
NL-HaNA_1.04.02_8837,1,686
NL-HaNA_1.04.02_8838,1,422
NL-HaNA_1.04.02_8839,1,1612
NL-HaNA_1.04.02_8840,1,244
NL-HaNA_1.04.02_8841,1,1658
NL-HaNA_1.04.02_8842,1,490
NL-HaNA_1.04.02_8843,1,444
NL-HaNA_1.04.02_8844,1,1030
NL-HaNA_1.04.02_8845,1,910
NL-HaNA_1.04.02_8846,1,488
NL-HaNA_1.04.02_8847,1,968
NL-HaNA_1.04.02_8848,1,1166
NL-HaNA_1.04.02_8849,1,968
NL-HaNA_1.04.02_8850,1,292
NL-HaNA_1.04.02_8851,1,426
NL-HaNA_1.04.02_8852,1,486
NL-HaNA_1.04.02_8853,1,556
NL-HaNA_1.04.02_8854,1,976
NL-HaNA_1.04.02_8855,1,396
NL-HaNA_1.04.02_8856,1,1788
NL-HaNA_1.04.02_8857,1,780
NL-HaNA_1.04.02_8858,1,1492
NL-HaNA_1.04.02_8859,1,936
NL-HaNA_1.04.02_8860,1,420
NL-HaNA_1.04.02_8861,1,672
NL-HaNA_1.04.02_8862,1,326
NL-HaNA_1.04.02_8863,1,1686
NL-HaNA_1.04.02_8864,1,1848
NL-HaNA_1.04.02_8865,1,860
NL-HaNA_1.04.02_8866,1,2226
NL-HaNA_1.04.02_8867,1,2102
NL-HaNA_1.04.02_8868,1,1818
NL-HaNA_1.04.02_8869,1,1490
NL-HaNA_1.04.02_8870,1,502
NL-HaNA_1.04.02_8871,1,1560
NL-HaNA_1.04.02_8872,1,1550
NL-HaNA_1.04.02_8873,1,1552
NL-HaNA_1.04.02_8874,1,1616
NL-HaNA_1.04.02_8875,1,776
NL-HaNA_1.04.02_8876,1,1862
NL-HaNA_1.04.02_8877,1,1600
NL-HaNA_1.04.02_8878,1,1964
NL-HaNA_1.04.02_8879,1,632
NL-HaNA_1.04.02_8880,1,2204
NL-HaNA_1.04.02_8881,1,1788
NL-HaNA_1.04.02_8882,1,1156
NL-HaNA_1.04.02_8883,1,828
NL-HaNA_1.04.02_8884,1,1498
NL-HaNA_1.04.02_8885,1,446
NL-HaNA_1.04.02_8886,1,480
NL-HaNA_1.04.02_8887,1,996
NL-HaNA_1.04.02_8888,1,424
NL-HaNA_1.04.02_8889,1,422
NL-HaNA_1.04.02_8890,1,970
NL-HaNA_1.04.02_8891,1,972
NL-HaNA_1.04.02_8892,1,814
NL-HaNA_1.04.02_8893,1,1390
NL-HaNA_1.04.02_8894,1,234
NL-HaNA_1.04.02_8895,1,934
NL-HaNA_1.04.02_8896,1,152
NL-HaNA_1.04.02_8897,1,764
NL-HaNA_1.04.02_8898,1,858
NL-HaNA_1.04.02_8899,1,830
NL-HaNA_1.04.02_8900,1,214
NL-HaNA_1.04.02_8901,1,500
NL-HaNA_1.04.02_8902,1,590
NL-HaNA_1.04.02_8903,1,1694
NL-HaNA_1.04.02_8904,1,450
NL-HaNA_1.04.02_8905,1,446
NL-HaNA_1.04.02_8906,1,322
NL-HaNA_1.04.02_8907,1,354
NL-HaNA_1.04.02_8908,1,626
NL-HaNA_1.04.02_8909,1,422
NL-HaNA_1.04.02_8910,1,342
NL-HaNA_1.04.02_8911,1,462
NL-HaNA_1.04.02_8912,1,842
NL-HaNA_1.04.02_8913,1,988
NL-HaNA_1.04.02_8914,1,884
NL-HaNA_1.04.02_8915,1,764
NL-HaNA_1.04.02_8916,1,460
NL-HaNA_1.04.02_8917,1,608
NL-HaNA_1.04.02_8918,1,1134
NL-HaNA_1.04.02_8919,1,594
NL-HaNA_1.04.02_8920,1,524
NL-HaNA_1.04.02_8921,1,804
NL-HaNA_1.04.02_8922,1,354
NL-HaNA_1.04.02_8923,1,868
NL-HaNA_1.04.02_8924,1,516
NL-HaNA_1.04.02_8925,1,644
NL-HaNA_1.04.02_8926,1,588
NL-HaNA_1.04.02_8927,1,570
NL-HaNA_1.04.02_8928,1,348
NL-HaNA_1.04.02_8929,1,400
NL-HaNA_1.04.02_8931,1,774
NL-HaNA_1.04.02_8932,1,358
NL-HaNA_1.04.02_8933,1,698
NL-HaNA_1.04.02_8934,1,556
NL-HaNA_1.04.02_8935,1,828
NL-HaNA_1.04.02_8936,1,1002
NL-HaNA_1.04.02_8937,1,792
NL-HaNA_1.04.02_8938,1,508
NL-HaNA_1.04.02_8939,1,818
NL-HaNA_1.04.02_8940,1,716
NL-HaNA_1.04.02_8941,1,210
NL-HaNA_1.04.02_8942,1,356
NL-HaNA_1.04.02_8943,1,496
NL-HaNA_1.04.02_8944,1,878
NL-HaNA_1.04.02_8945,1,1172
NL-HaNA_1.04.02_8946,1,288
NL-HaNA_1.04.02_8947,1,758
NL-HaNA_1.04.02_8948,1,1292
NL-HaNA_1.04.02_8949,1,866
NL-HaNA_1.04.02_8950,1,1158
NL-HaNA_1.04.02_8951,1,170
NL-HaNA_1.04.02_8952,1,992
NL-HaNA_1.04.02_8953,1,424
NL-HaNA_1.04.02_8954,1,1684
NL-HaNA_1.04.02_8955,1,664
NL-HaNA_1.04.02_8956,1,92
NL-HaNA_1.04.02_8957,1,182
NL-HaNA_1.04.02_8958,1,1016
NL-HaNA_1.04.02_8959,1,1342
NL-HaNA_1.04.02_8960,1,1604
NL-HaNA_1.04.02_8961,1,732
NL-HaNA_1.04.02_8962,1,356
NL-HaNA_1.04.02_8963,1,290
NL-HaNA_1.04.02_8964,1,196
NL-HaNA_1.04.02_8965,1,1206
NL-HaNA_1.04.02_8966,1,336
NL-HaNA_1.04.02_8967,1,1392
NL-HaNA_1.04.02_8968,1,1574
NL-HaNA_1.04.02_8969,1,1244
NL-HaNA_1.04.02_8970,1,1816
NL-HaNA_1.04.02_8971,1,1536
NL-HaNA_1.04.02_8972,1,1244
NL-HaNA_1.04.02_8973,1,1030
NL-HaNA_1.04.02_8974,1,2348
NL-HaNA_1.04.02_8975,1,1678
NL-HaNA_1.04.02_8976,1,1840
NL-HaNA_1.04.02_8977,1,1506
NL-HaNA_1.04.02_8978,1,516
NL-HaNA_1.04.02_8979,1,916
NL-HaNA_1.04.02_8980,1,2192
NL-HaNA_1.04.02_8981,1,1534
NL-HaNA_1.04.02_8982,1,1084
NL-HaNA_1.04.02_8983,1,1242
NL-HaNA_1.04.02_8984,1,1536
NL-HaNA_1.04.02_8985,1,648
NL-HaNA_1.04.02_8986,1,428
NL-HaNA_1.04.02_8987,1,690
NL-HaNA_1.04.02_8988,1,550
NL-HaNA_1.04.02_8989,1,306
NL-HaNA_1.04.02_8990,1,644
NL-HaNA_1.04.02_8991,1,662
NL-HaNA_1.04.02_8992,1,138
NL-HaNA_1.04.02_8993,1,408
NL-HaNA_1.04.02_8994,1,310
NL-HaNA_1.04.02_8995,1,280
NL-HaNA_1.04.02_8996,1,766
NL-HaNA_1.04.02_8997,1,392
NL-HaNA_1.04.02_8998,1,374
NL-HaNA_1.04.02_8999,1,316
